symbol,priceChange,priceChangePercent,lastPrice,volume,quoteVolume
YFIIBTC,0.0,0.0,0.0,0.0,0.0
YFIIBUSD,0.0,0.0,0.0,0.0,0.0
YFIIUSDT,0.0,0.0,0.0,0.0,0.0
KSMBNB,0.0,0.0,0.0,0.0,0.0
KSMBTC,-5e-06,-3.274,0.0001477,10514.364,1.56441341
KSMBUSD,0.0,0.0,0.0,0.0,0.0
KSMUSDT,-0.38,-2.957,12.47,175768.989,2209481.1848
EGLDBNB,-0.00027,-1.148,0.02324,1634.94,38.2383696
EGLDBTC,-2.9e-06,-1.768,0.0001611,9597.92,1.55309304
EGLDBUSD,0.0,0.0,0.0,0.0,0.0
EGLDUSDT,-0.21,-1.524,13.57,187681.35,2545222.2773
DIABNB,0.0,0.0,0.0,0.0,0.0
DIABTC,-2e-08,-0.498,4e-06,48822.3,0.19401784
DIABUSD,0.0,0.0,0.0,0.0,0.0
DIAUSDT,-0.0017,-0.501,0.3373,2512534.8,841758.46034
RUNEUSDT,0.016,1.429,1.136,9563130.3,10674247.2881
FIOUSDT,0.00017,1.314,0.01311,47721077.0,620091.77162
UMABTC,-2.9e-07,-2.3,1.232e-05,31051.8,0.3851936
UMAUSDT,-0.019,-1.804,1.034,730018.0,758846.2018
EOSUPUSDT,0.0,0.0,0.0,0.0,0.0
EOSDOWNUSDT,0.0,0.0,0.0,0.0,0.0
TRXUPUSDT,0.0,0.0,0.0,0.0,0.0
TRXDOWNUSDT,0.0,0.0,0.0,0.0,0.0
XRPUPUSDT,0.0,0.0,0.0,0.0,0.0
XRPDOWNUSDT,0.0,0.0,0.0,0.0,0.0
DOTUPUSDT,0.0,0.0,0.0,0.0,0.0
DOTDOWNUSDT,0.0,0.0,0.0,0.0,0.0
SRMBIDR,0.0,0.0,0.0,0.0,0.0
ONEBIDR,0.0,0.0,0.0,0.0,0.0
LINKTRY,1.6,0.338,474.5,11621.07,5440141.1
USDTNGN,0.0,0.0,0.0,0.0,0.0
BELBNB,0.0,0.0,0.0,0.0,0.0
BELBTC,3.1e-07,3.638,8.83e-06,45966.3,0.39578852
BELBUSD,0.0,0.0,0.0,0.0,0.0
BELUSDT,0.0348,4.881,0.7477,2918267.3,2124183.15805
WINGBNB,0.0,0.0,0.0,0.0,0.0
WINGBTC,0.0,0.0,0.0,0.0,0.0
SWRVBNB,0.0,0.0,0.0,0.0,0.0
SWRVBUSD,0.0,0.0,0.0,0.0,0.0
WINGBUSD,0.0,0.0,0.0,0.0,0.0
WINGUSDT,-0.022,-2.335,0.92,1253720.1,1159782.30881
LTCUPUSDT,0.0,0.0,0.0,0.0,0.0
LTCDOWNUSDT,0.0,0.0,0.0,0.0,0.0
LENDBKRW,0.0,0.0,0.0,0.0,0.0
SXPEUR,0.0,0.0,0.0,0.0,0.0
CREAMBNB,0.0,0.0,0.0,0.0,0.0
CREAMBUSD,0.0,0.0,0.0,0.0,0.0
UNIBNB,0.0,0.0,0.0,0.0,0.0
UNIBTC,-9e-07,-1.442,6.15e-05,50706.28,3.11210168
UNIBUSD,0.0,0.0,0.0,0.0,0.0
UNIUSDT,-0.056,-1.066,5.198,2132834.37,11017256.14196
NBSBTC,0.0,0.0,0.0,0.0,0.0
NBSUSDT,0.0,0.0,0.0,0.0,0.0
OXTBTC,-1e-08,-1.316,7.5e-07,696835.0,0.53023931
OXTUSDT,-0.001,-1.555,0.0633,21128950.0,1351824.2519
SUNBTC,0.0,0.0,0.0,0.0,0.0
SUNUSDT,4e-05,0.237,0.01691,54449782.0,924556.87737
AVAXBNB,-0.00054,-1.632,0.03254,998.21,32.4928632
AVAXBTC,-5.9e-06,-2.556,0.0002249,45628.51,10.28297131
AVAXBUSD,0.0,0.0,0.0,0.0,0.0
AVAXUSDT,-0.39,-2.01,19.01,1988912.79,37593738.6991
HNTBTC,0.0,0.0,0.0,0.0,0.0
HNTUSDT,0.0,0.0,0.0,0.0,0.0
BAKEBNB,0.0,0.0,0.0,0.0,0.0
BURGERBNB,0.0,0.0,0.0,0.0,0.0
SXPBIDR,0.0,0.0,0.0,0.0,0.0
LINKBKRW,0.0,0.0,0.0,0.0,0.0
FLMBNB,0.0,0.0,0.0,0.0,0.0
FLMBTC,0.0,0.0,1.7e-07,1071882.0,0.18781985
FLMBUSD,0.0,0.0,0.0,0.0,0.0
FLMUSDT,0.0002,1.399,0.0145,84779990.0,1245616.9424
SCRTBTC,-1e-08,-0.488,2.04e-06,134640.3,0.27471679
SCRTETH,0.0,0.0,0.0,0.0,0.0
CAKEBNB,-4e-05,-1.277,0.003093,13264.08,41.4116216
CAKEBUSD,0.0,0.0,0.0,0.0,0.0
SPARTABNB,0.0,0.0,0.0,0.0,0.0
UNIUPUSDT,0.0,0.0,0.0,0.0,0.0
UNIDOWNUSDT,0.0,0.0,0.0,0.0,0.0
ORNBTC,0.0,0.0,0.0,0.0,0.0
ORNUSDT,0.0,0.0,0.0,0.0,0.0
TRXNGN,0.0,0.0,0.0,0.0,0.0
SXPTRY,0.461,6.301,7.777,10850115.4,85971596.0681
UTKBTC,0.0,0.0,0.0,0.0,0.0
UTKUSDT,0.00017,0.613,0.02788,13403983.0,370336.47426
XVSBNB,6e-05,0.712,0.00849,3269.98,27.3881803
XVSBTC,-1e-07,-0.17,5.86e-05,4712.9,0.27394708
XVSBUSD,0.0,0.0,0.0,0.0,0.0
XVSUSDT,-0.01,-0.202,4.93,222592.54,1085997.4063
ALPHABNB,0.0,0.0,0.0,0.0,0.0
ALPHABTC,0.0,0.0,3.5e-07,578471.0,0.19748933
ALPHABUSD,0.0,0.0,0.0,0.0,0.0
ALPHAUSDT,0.0,0.0,0.0265,31824386.0,841780.1156
VIDTBTC,-1e-08,-33.333,2e-08,14791393.0,0.48079631
VIDTBUSD,0.0,0.0,0.0,0.0,0.0
AAVEBNB,0.0,0.0,0.0,0.0,0.0
BTCBRL,1281.0,0.258,497230.0,145.19574,71938167.75641
USDTBRL,-0.015,-0.254,5.887,32289753.8,190333445.1499
AAVEBTC,-1.3e-05,-0.807,0.001598,5277.387,8.38506134
AAVEETH,0.00115,1.368,0.08523,3703.364,315.11688037
AAVEBUSD,0.0,0.0,0.0,0.0,0.0
AAVEUSDT,-0.32,-0.236,135.02,159882.478,21456236.08589
AAVEBKRW,0.0,0.0,0.0,0.0,0.0
NEARBNB,-9.2e-05,-2.62,0.003419,24566.8,83.5032704
NEARBTC,-9.3e-07,-3.807,2.35e-05,254342.9,6.01476612
NEARBUSD,0.0,0.0,0.0,0.0,0.0
NEARUSDT,-0.069,-3.361,1.984,16674105.1,33251489.2409
SXPUPUSDT,0.0,0.0,0.0,0.0,0.0
SXPDOWNUSDT,0.0,0.0,0.0,0.0,0.0
DOTBKRW,0.0,0.0,0.0,0.0,0.0
SXPGBP,0.0,0.0,0.0,0.0,0.0
FILBNB,0.0,0.0,0.0,0.0,0.0
FILBTC,-2e-07,-0.692,2.87e-05,95955.01,2.75550868
FILBUSD,0.0,0.0,0.0,0.0,0.0
FILUSDT,-0.012,-0.494,2.419,4522421.45,10886222.236
FILUPUSDT,0.0,0.0,0.0,0.0,0.0
FILDOWNUSDT,0.0,0.0,0.0,0.0,0.0
YFIUPUSDT,0.0,0.0,0.0,0.0,0.0
YFIDOWNUSDT,0.0,0.0,0.0,0.0,0.0
INJBNB,0.00015,1.13,0.01342,5486.79,72.7779279
INJBTC,1e-07,0.108,9.26e-05,34978.53,3.20481538
INJBUSD,0.0,0.0,0.0,0.0,0.0
INJUSDT,0.04,0.515,7.8,797964.91,6144158.9877
AERGOBTC,0.0,0.0,0.0,0.0,0.0
AERGOBUSD,0.0,0.0,0.0,0.0,0.0
LINKEUR,-0.1,-0.907,10.92,28429.8,307086.9602
ONEBUSD,0.0,0.0,0.0,0.0,0.0
EASYETH,0.0,0.0,0.0,0.0,0.0
AUDIOBTC,0.0,0.0,7.3e-07,528684.8,0.39773425
AUDIOBUSD,0.0,0.0,0.0,0.0,0.0
AUDIOUSDT,-0.0005,-0.801,0.0619,22121730.8,1399728.68496
CTKBNB,-1.4e-05,-2.602,0.000524,11640.0,6.1089538
CTKBTC,-8e-08,-2.145,3.65e-06,106635.1,0.38963631
CTKBUSD,0.0,0.0,0.0,0.0,0.0
CTKUSDT,-0.0052,-1.663,0.3075,1403161.6,430262.32147
BCHUPUSDT,0.0,0.0,0.0,0.0,0.0
BCHDOWNUSDT,0.0,0.0,0.0,0.0,0.0
BOTBTC,0.0,0.0,0.0,0.0,0.0
BOTBUSD,0.0,0.0,0.0,0.0,0.0
ETHBRL,-179.83,-1.891,9327.58,1943.7484,18096157.421812
DOTEUR,-0.031,-0.974,3.151,62740.96,195582.81553
AKROBTC,0.0,0.0,0.0,0.0,0.0
AKROUSDT,0.0,0.0,0.0,0.0,0.0
KP3RBNB,0.0,0.0,0.0,0.0,0.0
KP3RBUSD,0.0,0.0,0.0,0.0,0.0
AXSBNB,-3e-05,-0.8,0.00372,8374.3,31.2943292
AXSBTC,-3e-07,-1.154,2.57e-05,200974.29,5.15777975
AXSBUSD,0.0,0.0,0.0,0.0,0.0
AXSUSDT,-0.013,-0.595,2.172,2025862.81,4376570.65084
HARDBNB,0.0,0.0,0.0,0.0,0.0
HARDBTC,0.0,0.0,0.0,0.0,0.0
HARDBUSD,0.0,0.0,0.0,0.0,0.0
HARDUSDT,-0.0095,-50.0,0.0095,125562849.0,3401613.5293
BNBBRL,6.0,0.174,3445.0,850.886,2916044.09
LTCEUR,-0.94,-1.4,66.21,7255.551,480252.82747
RENBTCBTC,0.0,0.0,0.0,0.0,0.0
RENBTCETH,0.0,0.0,0.0,0.0,0.0
DNTBUSD,0.0,0.0,0.0,0.0,0.0
DNTUSDT,0.0,0.0,0.0,0.0,0.0
SLPETH,2e-08,2.299,8.9e-07,5644397.0,5.00133481
ADAEUR,-0.0085,-1.543,0.5423,1962550.2,1051527.19242
LTCNGN,0.0,0.0,0.0,0.0,0.0
CVPETH,0.0,0.0,0.0,0.0,0.0
CVPBUSD,0.0,0.0,0.0,0.0,0.0
STRAXBTC,3.1e-07,64.583,7.9e-07,18093263.0,12.45164548
STRAXETH,0.0,0.0,0.0,0.0,0.0
STRAXBUSD,0.0,0.0,0.0,0.0,0.0
STRAXUSDT,0.02564,62.127,0.06691,463694708.0,26913107.99374
FORBTC,0.0,0.0,0.0,0.0,0.0
FORBUSD,0.0,0.0,0.0,0.0,0.0
UNFIBNB,0.0,0.0,0.0,0.0,0.0
UNFIBTC,0.0,0.0,0.0,0.0,0.0
UNFIBUSD,0.0,0.0,0.0,0.0,0.0
UNFIUSDT,0.0,0.0,0.0,0.0,0.0
FRONTETH,0.0,0.0,0.0,0.0,0.0
FRONTBUSD,0.0,0.0,0.0,0.0,0.0
BCHABUSD,0.0,0.0,0.0,0.0,0.0
ROSEBTC,0.0,0.0,2.8e-07,5156589.0,1.44341093
ROSEBUSD,0.0,0.0,0.0,0.0,0.0
ROSEUSDT,-0.00022,-0.926,0.02354,106925497.4,2509309.471014
AVAXTRY,-14.3,-1.934,725.0,127983.02,92267272.403
BUSDBRL,0.0,0.0,0.0,0.0,0.0
AVAUSDT,0.0027,0.519,0.5228,1380353.8,710132.18892
SYSBUSD,0.0,0.0,0.0,0.0,0.0
XEMUSDT,0.0,0.0,0.0,0.0,0.0
HEGICETH,0.0,0.0,0.0,0.0,0.0
HEGICBUSD,0.0,0.0,0.0,0.0,0.0
AAVEUPUSDT,0.0,0.0,0.0,0.0,0.0
AAVEDOWNUSDT,0.0,0.0,0.0,0.0,0.0
PROMBNB,0.0,0.0,0.0,0.0,0.0
PROMBUSD,0.0,0.0,0.0,0.0,0.0
XRPBRL,-0.143,-1.141,12.39,698428.0,8582076.872
XRPNGN,0.0,0.0,0.0,0.0,0.0
SKLBTC,-1e-08,-4.167,2.3e-07,1163228.0,0.26850908
SKLBUSD,0.0,0.0,0.0,0.0,0.0
SKLUSDT,-0.00031,-1.575,0.01937,87981839.0,1701514.73734
BCHEUR,-4.0,-1.397,282.3,211.928,59836.3893
YFIEUR,0.0,0.0,0.0,0.0,0.0
ZILBIDR,0.0,0.0,0.0,0.0,0.0
SUSDBTC,0.0,0.0,0.0,0.0,0.0
SUSDETH,0.0,0.0,0.0,0.0,0.0
SUSDUSDT,0.0,0.0,0.0,0.0,0.0
COVERETH,0.0,0.0,0.0,0.0,0.0
COVERBUSD,0.0,0.0,0.0,0.0,0.0
GLMBTC,4e-08,1.351,3e-06,206524.0,0.62224193
GLMETH,0.0,0.0,0.0,0.0,0.0
GHSTETH,0.0,0.0,0.0,0.0,0.0
GHSTBUSD,0.0,0.0,0.0,0.0,0.0
SUSHIUPUSDT,0.0,0.0,0.0,0.0,0.0
SUSHIDOWNUSDT,0.0,0.0,0.0,0.0,0.0
XLMUPUSDT,0.0,0.0,0.0,0.0,0.0
XLMDOWNUSDT,0.0,0.0,0.0,0.0,0.0
LINKBRL,-0.16,-0.218,73.23,9671.41,701237.7943
LINKNGN,0.0,0.0,0.0,0.0,0.0
LTCRUB,0.0,0.0,0.0,0.0,0.0
TRXTRY,-0.012,-0.125,9.554,10447152.0,100690660.383
XLMEUR,-0.0023,-1.087,0.2093,729496.0,151152.7432
DFETH,0.0,0.0,0.0,0.0,0.0
DFBUSD,0.0,0.0,0.0,0.0,0.0
GRTBTC,-1e-08,-1.075,9.2e-07,2081812.0,1.90709209
GRTETH,1.8e-07,0.369,4.89e-05,227549.0,11.05861251
GRTUSDT,-0.0011,-1.407,0.0771,52310942.0,4033502.1068
JUVBTC,0.0,0.0,0.0,0.0,0.0
JUVBUSD,0.0,0.0,0.0,0.0,0.0
JUVUSDT,-0.023,-2.366,0.949,980011.83,936956.34235
PSGBTC,0.0,0.0,0.0,0.0,0.0
PSGBUSD,0.0,0.0,0.0,0.0,0.0
PSGUSDT,-0.088,-4.393,1.915,322664.91,624247.71499
BUSDBVND,0.0,0.0,0.0,0.0,0.0
USDTBVND,0.0,0.0,0.0,0.0,0.0
1INCHBTC,-2e-08,-1.005,1.97e-06,266631.3,0.52717321
1INCHUSDT,-0.0016,-0.955,0.166,10374904.7,1719877.52214
REEFBTC,0.0,0.0,0.0,0.0,0.0
REEFUSDT,0.0,0.0,0.0,0.0,0.0
OGBTC,-1.4e-06,-3.091,4.39e-05,2180.0,0.09780389
OGUSDT,-0.098,-2.576,3.707,204196.4,762207.5154
ATMBTC,0.0,0.0,0.0,0.0,0.0
ATMUSDT,-0.016,-1.533,1.028,263660.18,272070.66879
ASRBTC,0.0,0.0,0.0,0.0,0.0
ASRUSDT,-0.016,-1.528,1.031,367506.6,381123.6534
CELOBTC,-3e-08,-0.875,3.4e-06,85997.6,0.29160533
CELOUSDT,-0.0026,-0.897,0.2872,4559487.5,1301685.42881
RIFBTC,0.0,0.0,4.5e-07,1559790.0,0.69809775
RIFUSDT,-0.0007,-1.842,0.0373,30901880.0,1156582.75
CHZTRY,-0.023,-1.672,1.353,17832595.0,24243385.067
XLMTRY,-0.057,-0.623,9.092,1202640.0,10787222.62
LINKGBP,0.0,0.0,0.0,0.0,0.0
GRTEUR,-0.0009,-1.304,0.0681,801450.0,54445.1092
BTCSTBTC,0.0,0.0,0.0,0.0,0.0
BTCSTBUSD,0.0,0.0,0.0,0.0,0.0
BTCSTUSDT,0.0,0.0,0.0,0.0,0.0
TRUBTC,-1e-08,-2.778,3.5e-07,625480.0,0.22553155
TRUBUSD,0.0,0.0,0.0,0.0,0.0
TRUUSDT,-0.0002,-0.664,0.0299,77071275.0,2316064.9798
DEXEETH,0.0,0.0,0.0,0.0,0.0
DEXEBUSD,0.0,0.0,0.0,0.0,0.0
EOSEUR,0.0,0.0,0.0,0.0,0.0
LTCBRL,-1.4,-0.313,445.8,2145.065,949536.1895
USDCBUSD,0.0,0.0,0.0,0.0,0.0
TUSDBUSD,0.0,0.0,0.0,0.0,0.0
PAXBUSD,0.0,0.0,0.0,0.0,0.0
CKBBTC,0.0,0.0,0.0,0.0,0.0
CKBBUSD,0.0,0.0,0.0,0.0,0.0
CKBUSDT,-5.7e-05,-1.3,0.004329,561547090.0,2411045.646659
TWTBTC,0.0,0.0,0.0,0.0,0.0
TWTBUSD,0.0,0.0,0.0,0.0,0.0
TWTUSDT,-0.0057,-0.76,0.744,737370.0,546082.0046
FIROBTC,0.0,0.0,0.0,0.0,0.0
FIROETH,0.0,0.0,0.0,0.0,0.0
FIROUSDT,-0.132,-30.556,0.3,2808571.8,1035517.0988
BETHETH,0.0,0.0,0.0,0.0,0.0
DOGEEUR,-0.00025,-0.181,0.13765,9457074.0,1283340.95751
DOGETRY,0.053,0.894,5.979,16038212.0,94307286.401
DOGEAUD,0.0,0.0,0.0,0.0,0.0
DOGEBRL,0.0032,0.349,0.9213,1794969.0,1628630.2203
DOTNGN,0.0,0.0,0.0,0.0,0.0
PROSETH,0.0,0.0,0.0,0.0,0.0
LITBTC,0.0,0.0,0.0,0.0,0.0
LITBUSD,0.0,0.0,0.0,0.0,0.0
LITUSDT,0.0,0.0,0.0,0.0,0.0
BTCVAI,0.0,0.0,0.0,0.0,0.0
BUSDVAI,0.0,0.0,0.0,0.0,0.0
SFPBTC,-1.4e-07,-2.523,5.41e-06,26928.0,0.14495638
SFPBUSD,0.0,0.0,0.0,0.0,0.0
SFPUSDT,-0.0132,-2.822,0.4546,1070169.0,487695.0241
DOGEGBP,0.0,0.0,0.0,0.0,0.0
DOTTRY,0.2,0.146,137.0,129314.43,17447515.252
FXSBTC,0.0,0.0,0.0,0.0,0.0
FXSBUSD,0.0,0.0,0.0,0.0,0.0
DODOBTC,-1e-08,-2.0,4.9e-07,810672.9,0.39964251
DODOBUSD,0.0,0.0,0.0,0.0,0.0
DODOUSDT,-0.0025,-5.869,0.0401,28354159.6,1167424.10924
FRONTBTC,0.0,0.0,0.0,0.0,0.0
EASYBTC,0.0,0.0,0.0,0.0,0.0
CAKEBTC,-3.7e-07,-1.696,2.144e-05,110103.61,2.38052367
CAKEUSDT,-0.023,-1.254,1.811,5973201.91,10847253.08965
BAKEBUSD,0.0,0.0,0.0,0.0,0.0
UFTETH,0.0,0.0,0.0,0.0,0.0
UFTBUSD,0.0,0.0,0.0,0.0,0.0
1INCHBUSD,0.0,0.0,0.0,0.0,0.0
BANDBUSD,0.0,0.0,0.0,0.0,0.0
GRTBUSD,0.0,0.0,0.0,0.0,0.0
IOSTBUSD,0.0,0.0,0.0,0.0,0.0
OMGBUSD,0.0,0.0,0.0,0.0,0.0
REEFBUSD,0.0,0.0,0.0,0.0,0.0
ACMBTC,0.0,0.0,0.0,0.0,0.0
ACMBUSD,0.0,0.0,0.0,0.0,0.0
ACMUSDT,-0.01,-1.304,0.757,425606.2,323229.9149
AUCTIONBTC,-9e-06,-6.342,0.0001329,11347.35,1.54426148
AUCTIONBUSD,0.0,0.0,0.0,0.0,0.0
PHABTC,4e-08,3.509,1.18e-06,1095084.0,1.27494746
PHABUSD,0.0,0.0,0.0,0.0,0.0
DOTGBP,0.0,0.0,0.0,0.0,0.0
ADATRY,-0.08,-0.338,23.57,1315858.2,30550044.089
ADABRL,-0.025,-0.683,3.638,355846.5,1272727.0873
ADAGBP,0.0,0.0,0.0,0.0,0.0
TVKBTC,0.0,0.0,0.0,0.0,0.0
TVKBUSD,0.0,0.0,0.0,0.0,0.0
BADGERBTC,-1.22e-06,-11.902,9.03e-06,91191.84,0.91381314
BADGERBUSD,0.0,0.0,0.0,0.0,0.0
BADGERUSDT,-0.111,-12.715,0.762,1005763.7,853876.69579
FISBTC,1e-08,0.667,1.51e-06,107561.0,0.15796502
FISBUSD,0.0,0.0,0.0,0.0,0.0
FISUSDT,0.0013,1.028,0.1277,7650584.0,946342.1906
DOTBRL,0.05,0.236,21.21,10875.55,226802.6164
ADAAUD,0.0,0.0,0.0,0.0,0.0
HOTTRY,-0.00042,-1.194,0.03476,382730165.0,13391825.3487
EGLDEUR,-0.28,-2.295,11.92,3694.92,44137.112
OMBTC,-1.07e-06,-10.963,8.69e-06,3085533.0,28.77792966
OMBUSD,0.0,0.0,0.0,0.0,0.0
OMUSDT,-0.0905,-10.984,0.7334,236112926.0,185783724.265
PONDBTC,1e-08,11.111,1e-07,2803441.0,0.25283014
PONDBUSD,0.0,0.0,0.0,0.0,0.0
PONDUSDT,0.00043,6.152,0.00742,183387828.0,1382780.7879
DEGOBTC,0.0,0.0,0.0,0.0,0.0
DEGOBUSD,0.0,0.0,0.0,0.0,0.0
DEGOUSDT,0.174,9.545,1.997,1635799.39,3171172.67733
AVAXEUR,-0.46,-2.685,16.67,10023.17,166371.5711
BTTTRY,0.0,0.0,0.0,0.0,0.0
CHZBRL,0.0,0.0,0.0,0.0,0.0
UNIEUR,0.0,0.0,0.0,0.0,0.0
ALICEBTC,0.0,0.0,0.0,0.0,0.0
ALICEBUSD,0.0,0.0,0.0,0.0,0.0
ALICEUSDT,-0.021,-4.861,0.411,3753977.05,1559055.94247
CHZBUSD,0.0,0.0,0.0,0.0,0.0
CHZEUR,0.0,0.0,0.0,0.0,0.0
CHZGBP,0.0,0.0,0.0,0.0,0.0
BIFIBNB,0.0,0.0,0.0,0.0,0.0
BIFIBUSD,0.0,0.0,0.0,0.0,0.0
LINABTC,0.0,0.0,0.0,0.0,0.0
LINABUSD,0.0,0.0,0.0,0.0,0.0
LINAUSDT,0.0,0.0,0.0,0.0,0.0
ADARUB,0.0,0.0,0.0,0.0,0.0
ENJBRL,0.0,0.0,0.0,0.0,0.0
ENJEUR,0.0,0.0,0.0,0.0,0.0
MATICEUR,0.0,0.0,0.0,0.0,0.0
NEOTRY,2.5,1.214,208.5,123017.66,25631356.049
PERPBTC,0.0,0.0,0.0,0.0,0.0
PERPBUSD,0.0,0.0,0.0,0.0,0.0
PERPUSDT,0.0045,2.547,0.1812,10777848.92,1980011.526065
RAMPBTC,0.0,0.0,0.0,0.0,0.0
RAMPBUSD,0.0,0.0,0.0,0.0,0.0
RAMPUSDT,0.0,0.0,0.0,0.0,0.0
SUPERBTC,-1.8e-07,-2.839,6.16e-06,405908.0,2.5314379
SUPERBUSD,0.0,0.0,0.0,0.0,0.0
SUPERUSDT,-0.0138,-2.584,0.5203,7511199.0,3921137.138
CFXBTC,-2e-08,-2.5,7.8e-07,3980498.0,3.12310579
CFXBUSD,0.0,0.0,0.0,0.0,0.0
CFXUSDT,-0.0026,-3.829,0.0653,128196422.0,8425705.3953
ENJGBP,0.0,0.0,0.0,0.0,0.0
EOSTRY,1.21,5.335,23.89,1220059.4,29052967.507
LTCGBP,0.0,0.0,0.0,0.0,0.0
LUNAEUR,0.0,0.0,0.0,0.0,0.0
RVNTRY,0.0053,1.347,0.3989,7539260.15,2965196.119618
THETAEUR,0.0,0.0,0.0,0.0,0.0
XVGBUSD,0.0,0.0,0.0,0.0,0.0
EPSBTC,0.0,0.0,0.0,0.0,0.0
EPSBUSD,0.0,0.0,0.0,0.0,0.0
EPSUSDT,0.0,0.0,0.0,0.0,0.0
AUTOBTC,0.0,0.0,0.0,0.0,0.0
AUTOBUSD,0.0,0.0,0.0,0.0,0.0
AUTOUSDT,0.0,0.0,0.0,0.0,0.0
TKOBTC,0.0,0.0,0.0,0.0,0.0
TKOBIDR,0.0,0.0,0.0,0.0,0.0
TKOBUSD,0.0,0.0,0.0,0.0,0.0
TKOUSDT,-0.0014,-1.009,0.1374,3877712.1,531087.44829
PUNDIXETH,0.0,0.0,0.0,0.0,0.0
PUNDIXUSDT,0.0211,8.333,0.2743,3807773.1,999971.4572
BTTBRL,0.0,0.0,0.0,0.0,0.0
BTTEUR,0.0,0.0,0.0,0.0,0.0
HOTEUR,0.0,0.0,0.0,0.0,0.0
WINEUR,-5e-07,-1.179,4.191e-05,183962462.0,7714.68880211
TLMBTC,0.0,0.0,0.0,0.0,0.0
TLMBUSD,0.0,0.0,0.0,0.0,0.0
TLMUSDT,-0.00011,-2.489,0.00431,220733470.0,949542.40824
1INCHUPUSDT,0.0,0.0,0.0,0.0,0.0
1INCHDOWNUSDT,0.0,0.0,0.0,0.0,0.0
BTGBUSD,0.0,0.0,0.0,0.0,0.0
BTGUSDT,0.0,0.0,0.0,0.0,0.0
HOTBUSD,0.0,0.0,0.0,0.0,0.0
BNBUAH,0.0,0.0,0.0,0.0,0.0
ONTTRY,0.17,3.41,5.155,457222.0,2332826.085
VETEUR,-0.00046,-2.284,0.01968,10412129.2,204569.3074127
VETGBP,0.0,0.0,0.0,0.0,0.0
WINBRL,0.0,0.0,0.0,0.0,0.0
MIRBTC,0.0,0.0,0.0,0.0,0.0
MIRBUSD,0.0,0.0,0.0,0.0,0.0
MIRUSDT,0.0,0.0,0.0,0.0,0.0
BARBTC,0.0,0.0,0.0,0.0,0.0
BARBUSD,0.0,0.0,0.0,0.0,0.0
BARUSDT,-0.028,-1.702,1.617,335913.56,542433.95368
FORTHBTC,1.08e-06,3.56,3.142e-05,83312.47,2.58173859
FORTHBUSD,0.0,0.0,0.0,0.0,0.0
FORTHUSDT,0.1,3.926,2.647,1925988.22,5016503.70239
CAKEGBP,0.0,0.0,0.0,0.0,0.0
DOGERUB,0.0,0.0,0.0,0.0,0.0
HOTBRL,0.0,0.0,0.0,0.0,0.0
WRXEUR,0.0,0.0,0.0,0.0,0.0
EZBTC,0.0,0.0,0.0,0.0,0.0
EZETH,0.0,0.0,0.0,0.0,0.0
BAKEUSDT,-0.0013,-1.132,0.1135,10552823.2,1196178.02257
BURGERBUSD,0.0,0.0,0.0,0.0,0.0
BURGERUSDT,0.0,0.0,0.0,0.0,0.0
SLPBUSD,0.0,0.0,0.0,0.0,0.0
SLPUSDT,5e-06,0.356,0.001411,473189344.0,664135.886815
TRXAUD,0.0,0.0,0.0,0.0,0.0
TRXEUR,-0.0028,-1.258,0.2197,1290646.0,287155.7044
VETTRY,-0.0097,-1.121,0.8556,12164036.2,10375560.01021
SHIBUSDT,5e-08,0.423,1.187e-05,1259244429596.0,14747050.58871103
SHIBBUSD,0.0,0.0,0.0,0.0,0.0
ICPBTC,-1.7e-06,-2.972,5.55e-05,20260.51,1.13438201
ICPBNB,0.0,0.0,0.0,0.0,0.0
ICPBUSD,0.0,0.0,0.0,0.0,0.0
ICPUSDT,-0.113,-2.35,4.695,1163478.8,5489649.90346
SHIBEUR,-7e-08,-0.668,1.041e-05,19988877096.0,206203.69597684
SHIBRUB,0.0,0.0,0.0,0.0,0.0
ETCEUR,0.0,0.0,0.0,0.0,0.0
ETCBRL,0.0,0.0,0.0,0.0,0.0
DOGEBIDR,0.0,0.0,0.0,0.0,0.0
ARBTC,-1.1e-06,-1.815,5.95e-05,8674.12,0.51580617
ARBNB,0.0,0.0,0.0,0.0,0.0
ARBUSD,0.0,0.0,0.0,0.0,0.0
ARUSDT,-0.09,-1.765,5.01,653875.22,3281938.8436
POLSBTC,0.0,0.0,0.0,0.0,0.0
POLSBNB,0.0,0.0,0.0,0.0,0.0
POLSBUSD,0.0,0.0,0.0,0.0,0.0
POLSUSDT,0.0,0.0,0.0,0.0,0.0
MDXBTC,0.0,0.0,0.0,0.0,0.0
MDXBNB,0.0,0.0,0.0,0.0,0.0
MDXBUSD,0.0,0.0,0.0,0.0,0.0
MDXUSDT,0.0,0.0,0.0,0.0,0.0
MASKBNB,-4.8e-05,-2.685,0.00174,48583.8,84.6811465
MASKBUSD,0.0,0.0,0.0,0.0,0.0
MASKUSDT,-0.025,-2.402,1.016,4235756.6,4272918.7028
LPTBTC,2e-07,0.442,4.54e-05,7826.76,0.3536736
LPTBNB,-1e-05,-0.153,0.00651,858.18,5.6017932
LPTBUSD,0.0,0.0,0.0,0.0,0.0
LPTUSDT,-0.026,-0.679,3.805,269202.3,1019812.78851
ETHUAH,0.0,0.0,0.0,0.0,0.0
MATICBRL,0.0,0.0,0.0,0.0,0.0
